,Player,Age,Pos,Tm,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%
414,Sami Kapanen,27,LW,CAR,82,20,37,57,-12,24,5.3,13,7,0,4,17,19,1,223,9.0,1552,18:56,,,,,
415,Jere Karalahti,25,D,LAK,56,2,7,9,8,38,2.4,2,0,0,0,5,0,2,26,7.7,956,17:04,,,,,
416,Paul Kariya,26,LW,MDA,66,33,34,67,-9,20,7.7,12,18,3,3,18,16,0,230,14.3,1520,23:02,,,,,
417,Steve Kariya,23,LW,VAN,17,1,6,7,-1,8,0.4,0,1,0,0,5,1,0,22,4.5,199,11:42,,,,,
418,Andreas Karlsson,25,C,ATL,60,5,11,16,-2,16,0.7,4,0,1,0,9,1,1,83,6.0,774,12:54,,,,,
419,Dave Karpa,29,D,CAR,80,4,6,10,-19,159,2.7,2,2,0,0,5,1,0,69,5.8,1601,20:01,,,,,
420,Alexander Karpovtsev,30,D,CHI,53,2,13,15,-4,39,2.6,1,1,0,0,9,4,0,52,3.8,1085,20:28,,,,,
421,Darius Kasparaitis,28,D,PIT,77,3,16,19,11,111,3.1,2,1,0,0,15,0,1,81,3.7,1481,19:14,,,,,
422,Mike Keane,33,RW,DAL,67,10,14,24,4,35,2.0,9,1,0,1,13,0,1,64,15.6,1036,15:28,,,,,
423,Sheldon Keefe,20,RW,TBL,49,4,0,4,-13,38,-0.3,4,0,0,0,0,0,0,32,12.5,392,8:00,,,,,
424,Steve Kelly,24,C,TOT,35,3,2,5,0,25,0.2,3,0,0,0,2,0,0,22,13.6,313,8:57,,,,,
425,Steve Kelly,24,C,NJD,24,2,2,4,0,21,0.1,2,0,0,0,2,0,0,18,11.1,239,9:58,,,,,
426,Steve Kelly,24,C,LAK,11,1,0,1,0,4,0.1,1,0,0,0,0,0,0,4,25.0,74,6:44,,,,,
427,Alexander Kharitonov,24,RW,TBL,66,7,15,22,-9,8,1.4,7,0,0,0,10,5,0,103,6.8,770,11:40,,,,,
428,Alexander Khavanov,29,D,STL,74,7,16,23,16,52,6.1,5,2,0,0,11,5,0,92,7.6,1547,20:54,,,,,
429,Dmitri Khristich,31,RW,TOT,70,13,25,38,0,16,3.4,7,6,0,4,12,13,0,77,16.9,1046,14:56,,,,,
430,Dmitri Khristich,31,RW,WSH,43,10,19,29,-8,8,2.6,6,4,0,4,9,10,0,54,18.5,640,14:53,,,,,
431,Dmitri Khristich,31,RW,TOR,27,3,6,9,8,8,0.8,1,2,0,0,3,3,0,23,13.0,405,15:01,,,,,
432,Chad Kilger,24,C,TOT,77,14,18,32,-8,51,2.8,11,2,1,1,16,2,0,103,13.6,1054,13:41,,,,,
433,Chad Kilger,24,C,MTL,43,9,16,25,-1,34,2.3,7,1,1,1,14,2,0,75,12.0,772,17:57,,,,,
434,Chad Kilger,24,C,EDM,34,5,2,7,-7,17,0.4,4,1,0,0,2,0,0,28,17.9,282,8:18,,,,,
435,Kris King,34,LW,CHI,13,1,0,1,-3,8,-0.1,1,0,0,0,0,0,0,12,8.3,130,10:00,,,,,
436,Patric Kjellberg,31,LW,NSH,81,14,31,45,-2,12,4.0,9,5,0,2,20,11,0,139,10.1,1430,17:39,,,,,
437,Trent Klatt,30,RW,VAN,77,13,20,33,8,31,3.2,10,3,0,1,13,6,1,140,9.3,1044,13:33,,,,,
438,Ken Klee,29,D,WSH,54,2,4,6,-5,60,1.5,2,0,0,0,3,0,1,58,3.4,932,17:15,,,,,
439,Jon Klemm,31,D,COL,78,4,11,15,22,54,4.8,2,2,0,2,6,3,2,97,4.1,1554,19:56,,,,,
440,Rostislav Klesla,18,D,CBJ,8,2,0,2,-1,6,0.5,2,0,0,0,0,0,0,10,20.0,147,18:25,,,,,
441,Tomas Kloucek,20,D,NYR,43,1,4,5,-3,74,0.5,1,0,0,0,4,0,0,22,4.5,719,16:43,,,,,
442,Mike Knuble,28,RW,BOS,82,7,13,20,0,37,1.3,6,0,1,1,12,1,0,92,7.6,867,10:34,,,,,
443,Espen Knutsen,29,C,CBJ,66,11,42,53,-3,30,5.0,9,2,0,0,17,25,0,62,17.7,1054,15:59,,,,,
444,Greg Koehler,25,C,CAR,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,1,0:46,,,,,
445,Ladislav Kohn,25,RW,TOT,77,7,7,14,-27,86,-0.4,5,0,2,0,6,1,0,129,5.4,914,11:52,,,,,
446,Ladislav Kohn,25,RW,MDA,51,4,3,7,-15,42,-0.3,3,0,1,0,3,0,0,86,4.7,560,10:59,,,,,
447,Ladislav Kohn,25,RW,ATL,26,3,4,7,-12,44,-0.1,2,0,1,0,3,1,0,43,7.0,354,13:38,,,,,
448,Saku Koivu,26,C,MTL,54,17,30,47,2,40,5.0,10,7,0,3,18,10,2,113,15.0,1155,21:23,,,,,
449,Pavel Kolarik,28,D,BOS,10,0,0,0,-2,4,-0.1,0,0,0,0,0,0,0,1,0.0,88,8:49,,,,,
450,Juraj Kolnik,20,RW,NYI,29,4,3,7,-8,12,0.4,4,0,0,0,3,0,0,38,10.5,303,10:28,,,,,
451,Steve Konowalchuk,28,LW,WSH,82,24,23,47,8,87,5.2,18,6,0,5,18,5,0,163,14.7,1400,17:04,,,,,
452,Evgeny Korolev,22,D,NYI,8,0,0,0,0,6,0.2,0,0,0,0,0,0,0,11,0.0,133,16:40,,,,,
453,Igor Korolev,30,RW,TOR,73,10,19,29,3,28,2.1,8,2,0,0,18,1,0,78,12.8,1145,15:41,,,,,
454,Alexander Korolyuk,25,RW,SJS,70,12,13,25,2,41,2.5,9,3,0,1,11,2,0,140,8.6,835,11:56,,,,,
455,Andrei Kovalenko,30,RW,BOS,76,16,21,37,-14,27,2.9,8,7,1,3,18,3,0,119,13.4,1174,15:27,,,,,
456,Alex Kovalev,27,RW,PIT,79,44,51,95,12,96,10.5,30,12,2,9,25,25,1,307,14.3,1863,23:35,,,,,
457,Viktor Kozlov,25,C,FLA,51,14,23,37,-4,10,3.6,8,6,0,2,16,7,0,139,10.1,938,18:23,,,,,
458,Vyacheslav Kozlov,28,LW,DET,72,20,18,38,9,30,4.6,16,4,0,5,13,5,0,187,10.7,1060,14:43,,,,,
459,Milan Kraft,21,C,PIT,42,7,7,14,-6,8,0.8,5,1,1,1,6,1,0,63,11.1,491,11:41,,,,,
460,Igor Kravchuk,34,D,TOT,52,1,13,14,-8,18,2.3,1,0,0,1,7,6,0,67,1.5,1188,22:51,,,,,
461,Igor Kravchuk,34,D,CGY,37,0,8,8,-12,4,1.1,0,0,0,0,4,4,0,54,0.0,878,23:43,,,,,
462,Igor Kravchuk,34,D,OTT,15,1,5,6,4,14,1.2,1,0,0,1,3,2,0,13,7.7,310,20:41,,,,,
463,Sergei Krivokrasov,26,RW,MIN,54,7,15,22,-1,20,2.0,5,2,0,1,13,2,0,107,6.5,706,13:05,,,,,
464,Jason Krog,25,LW,NYI,9,0,3,3,4,0,0.3,0,0,0,0,2,1,0,7,0.0,95,10:32,,,,,
465,Robert Kron,33,LW,CBJ,59,8,11,19,4,10,1.5,7,0,1,1,11,0,0,134,6.0,1011,17:08,,,,,
466,Paul Kruse,30,LW,SJS,1,0,0,0,0,5,0.0,0,0,0,0,0,0,0,0,,4,3:32,,,,,
467,Filip Kuba,24,D,MIN,75,9,21,30,-6,28,6.6,5,4,0,4,10,10,1,141,6.4,1820,24:16,,,,,
468,Pavel Kubina,23,D,TBL,70,11,19,30,-14,103,5.0,4,6,1,1,12,6,1,128,8.6,1687,24:06,,,,,
469,Frantisek Kucera,32,D,TOT,55,2,7,9,-7,12,1.7,2,0,0,0,7,0,0,60,3.3,965,17:33,,,,,
470,Frantisek Kucera,32,D,CBJ,48,2,5,7,-5,12,1.7,2,0,0,0,5,0,0,51,3.9,850,17:42,,,,,
471,Frantisek Kucera,32,D,PIT,7,0,2,2,-2,0,0.1,0,0,0,0,2,0,0,9,0.0,115,16:28,,,,,
472,Kristian Kudroc,19,D,TBL,22,2,2,4,0,36,0.8,2,0,0,1,2,0,0,12,16.7,201,9:09,,,,,
473,Jarno Kultanen,28,D,BOS,62,2,8,10,-3,26,2.3,2,0,0,1,4,4,0,76,2.6,1208,19:29,,,,,
474,Zdenek Kutlak,20,D,BOS,10,0,2,2,-3,4,0.1,0,0,0,0,2,0,0,7,0.0,161,16:05,,,,,
475,Maxim Kuznetsov,23,D,DET,25,1,2,3,-1,23,0.6,1,0,0,0,2,0,0,17,5.9,237,9:28,,,,,
476,Greg Kuznik,22,D,CAR,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,8,7:32,,,,,
477,Oleg Kvasha,22,C,NYI,62,11,9,20,-15,46,1.2,11,0,0,0,8,1,0,118,9.3,926,14:56,,,,,
478,Joel Kwiatkowski,23,D,OTT,4,1,0,1,1,0,0.3,1,0,0,0,0,0,0,2,50.0,48,12:04,,,,,
479,Antti Laaksonen,27,LW,MIN,82,12,16,28,-7,24,2.0,10,0,2,1,14,0,2,129,9.3,1349,16:27,,,,,
480,Scott Lachance,28,D,VAN,76,3,11,14,5,46,3.3,3,0,0,0,10,0,1,55,5.5,1477,19:26,,,,,
481,Dan LaCouture,23,LW,TOT,48,2,4,6,-2,43,0.1,2,0,0,1,4,0,0,23,8.7,328,6:50,,,,,
482,Dan LaCouture,23,LW,EDM,37,2,4,6,-2,29,0.3,2,0,0,1,4,0,0,22,9.1,263,7:06,,,,,
483,Dan LaCouture,23,LW,PIT,11,0,0,0,0,14,-0.1,0,0,0,0,0,0,0,1,0.0,66,5:57,,,,,
484,Eric Lacroix,29,LW,TOT,55,2,4,6,-6,43,-0.1,2,0,0,0,4,0,0,32,6.3,363,6:36,,,,,
485,Eric Lacroix,29,LW,NYR,46,2,3,5,-6,39,-0.1,2,0,0,0,3,0,0,22,9.1,291,6:19,,,,,
486,Eric Lacroix,29,LW,OTT,9,0,1,1,0,4,0.0,0,0,0,0,1,0,0,10,0.0,73,8:05,,,,,
487,Christian Laflamme,24,D,MTL,39,0,3,3,-11,42,0.2,0,0,0,0,2,1,0,16,0.0,471,12:04,,,,,
488,Denny Lambert,31,LW,ATL,67,1,7,8,-5,215,-0.4,1,0,0,0,6,1,0,44,2.3,612,9:08,,,,,
489,Eric Landry,26,C,MTL,51,4,7,11,-9,43,0.5,2,2,0,0,6,1,0,54,7.4,475,9:19,,,,,
490,Robert Lang,30,C,PIT,82,32,48,80,20,28,8.5,22,10,0,2,33,15,0,177,18.1,1673,20:24,,,,,
491,Darren Langdon,30,LW,CAR,54,0,2,2,-4,94,-0.2,0,0,0,0,2,0,0,6,0.0,181,3:21,,,,,
492,Jamie Langenbrunner,25,RW,DAL,53,12,18,30,4,57,3.1,7,3,2,4,11,6,1,104,11.5,874,16:30,,,,,
493,Daymond Langkow,24,C,PHI,71,13,41,54,12,50,5.1,10,3,0,2,31,10,0,190,6.8,1323,18:38,,,,,
494,Ian Laperriere,27,RW,LAK,79,8,10,18,5,141,1.1,8,0,0,0,10,0,0,60,13.3,951,12:02,,,,,
495,Claude Lapointe,32,LW,NYI,80,9,23,32,-2,56,1.8,7,1,1,1,16,4,3,94,9.6,1494,18:40,,,,,
496,Martin Lapointe,27,RW,DET,82,27,30,57,3,127,6.6,14,13,0,8,19,10,1,181,14.9,1320,16:06,,,,,
497,Georges Laraque,24,RW,EDM,82,13,16,29,5,148,3.2,12,1,0,1,14,2,0,73,17.8,742,9:03,,,,,
498,Igor Larionov,40,C,TOT,65,9,31,40,-5,38,3.1,5,4,0,1,19,12,0,46,19.6,1078,16:35,,,,,
499,Igor Larionov,40,C,DET,39,4,25,29,6,28,2.6,2,2,0,1,16,9,0,31,12.9,647,16:36,,,,,
500,Igor Larionov,40,C,FLA,26,5,6,11,-11,10,0.5,3,2,0,0,3,3,0,15,33.3,430,16:33,,,,,
501,Brad Larsen,23,LW,COL,9,0,0,0,1,0,-0.1,0,0,0,0,0,0,0,3,0.0,84,9:17,,,,,
502,Janne Laukkanen,30,D,PIT,50,3,17,20,9,34,3.1,3,0,0,0,13,3,1,58,5.2,923,18:28,,,,,
503,Paul Laus,30,RW,FLA,25,1,2,3,5,66,0.0,1,0,0,0,2,0,0,18,5.6,359,14:22,,,,,
504,Kirby Law,23,RW,PHI,1,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,0,,3,3:23,,,,,
505,Mark Lawrence,29,RW,NYI,36,3,4,7,-9,32,0.1,2,1,0,0,4,0,0,32,9.4,355,9:52,,,,,
506,Vincent Lecavalier,20,C,TBL,68,23,28,51,-26,66,4.4,16,7,0,3,18,10,0,165,13.9,1356,19:57,,,,,
507,John LeClair,31,LW,PHI,16,7,5,12,2,0,1.5,4,3,0,2,3,2,0,48,14.6,306,19:06,,,,,
508,Mike Leclerc,24,LW,MDA,54,15,20,35,-1,26,3.7,12,3,0,3,12,8,0,130,11.5,950,17:36,,,,,
509,Grant Ledyard,39,D,TOT,22,2,3,5,-2,16,1.0,2,0,0,0,2,1,0,19,10.5,379,17:14,,,,,
510,Grant Ledyard,39,D,TBL,14,2,2,4,-5,12,0.5,2,0,0,0,1,1,0,12,16.7,256,18:15,,,,,
511,Grant Ledyard,39,D,DAL,8,0,1,1,3,4,0.5,0,0,0,0,1,0,0,7,0.0,123,15:26,,,,,
512,Greg Leeb,23,C,DAL,2,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,4,0.0,14,6:56,,,,,
513,Brian Leetch,32,D,NYR,82,21,58,79,-18,34,9.4,10,10,1,3,27,27,4,241,8.7,2407,29:21,,,,,
514,Sylvain Lefebvre,33,D,NYR,71,2,13,15,3,55,2.3,2,0,0,0,11,0,2,39,5.1,1289,18:10,,,,,
515,David Legwand,20,C,NSH,81,13,28,41,1,38,3.9,10,3,0,3,22,6,0,172,7.6,1234,15:14,,,,,
516,Jere Lehtinen,27,LW,DAL,74,20,25,45,14,24,5.0,13,7,0,1,19,4,2,148,13.5,1427,19:17,,,,,
517,Claude Lemieux,35,RW,PHX,46,10,16,26,1,58,2.4,8,2,0,1,8,8,0,99,10.1,791,17:12,,,,,
518,Mario Lemieux,35,C,PIT,43,35,41,76,15,18,9.5,18,16,1,5,25,16,0,171,20.5,1047,24:20,,,,,
519,Jean-Yves Leroux,24,LW,CHI,59,4,4,8,-9,22,-0.1,3,1,0,0,4,0,0,60,6.7,601,10:11,,,,,
520,Curtis Leschyshyn,31,D,TOT,65,2,7,9,5,19,3.4,1,1,0,1,6,1,0,51,3.9,1263,19:26,,,,,
521,Curtis Leschyshyn,31,D,MIN,54,2,3,5,-2,19,2.3,1,1,0,1,2,1,0,43,4.7,1054,19:31,,,,,
522,Curtis Leschyshyn,31,D,OTT,11,0,4,4,7,0,1.1,0,0,0,0,4,0,0,8,0.0,210,19:04,,,,,
523,Trevor Letowski,23,C,PHX,77,7,15,22,-2,32,0.8,6,0,1,3,13,1,1,110,6.4,1258,16:20,,,,,
524,Nicklas Lidstrom,30,D,DET,82,15,56,71,9,18,12.2,7,8,0,0,20,35,1,272,5.5,2333,28:27,,,,,
525,Andreas Lilja,25,D,LAK,2,0,0,0,-2,4,-0.1,0,0,0,0,0,0,0,1,0.0,25,12:22,,,,,
526,Juha Lind,27,LW,MTL,47,3,4,7,-4,4,0.3,3,0,0,2,4,0,0,36,8.3,367,7:49,,,,,
527,Trevor Linden,30,C,TOT,69,15,22,37,0,60,3.2,9,6,0,3,14,8,0,126,11.9,1402,20:19,,,,,
528,Trevor Linden,30,C,MTL,57,12,21,33,-2,52,2.8,6,6,0,3,13,8,0,96,12.5,1185,20:47,,,,,
529,Trevor Linden,30,C,WSH,12,3,1,4,2,8,0.4,3,0,0,0,1,0,0,30,10.0,217,18:03,,,,,
530,Mats Lindgren,26,C,NYI,20,3,4,7,4,10,0.7,1,0,2,0,3,0,1,34,8.8,305,15:14,,,,,
531,Bill Lindsay,29,LW,TOT,68,1,13,14,-6,126,0.2,1,0,0,0,12,1,0,71,1.4,696,10:14,,,,,
532,Bill Lindsay,29,LW,CGY,52,1,9,10,-8,97,0.0,1,0,0,0,9,0,0,57,1.8,547,10:32,,,,,
533,Bill Lindsay,29,LW,SJS,16,0,4,4,2,29,0.2,0,0,0,0,3,1,0,14,0.0,148,9:16,,,,,
534,Richard Lintner,23,D,NSH,50,3,5,8,2,22,2.4,2,1,0,0,5,0,0,81,3.7,654,13:05,,,,,
535,Reed Low,24,RW,STL,56,1,5,6,4,159,0.3,1,0,0,0,5,0,0,31,3.2,352,6:17,,,,,
536,Dave Lowry,35,LW,CGY,79,18,17,35,-2,47,3.3,13,5,0,5,13,4,0,108,16.7,1259,15:57,,,,,
537,Brad Lukowich,24,D,DAL,80,4,10,14,28,76,5.5,4,0,0,2,7,2,1,43,9.3,1184,14:48,,,,,
538,Jyrki Lumme,34,D,PHX,58,4,21,25,3,44,4.5,4,0,0,0,12,9,0,77,5.2,1260,21:44,,,,,
539,Roman Lyashenko,21,C,DAL,60,6,3,9,-1,45,0.6,6,0,0,1,2,1,0,48,12.5,575,9:35,,,,,
540,Toni Lydman,23,D,CGY,62,3,16,19,-7,30,3.5,2,1,0,0,8,7,1,80,3.8,1278,20:36,,,,,
541,Al MacInnis,37,D,STL,59,12,42,54,23,52,10.5,5,6,1,3,11,29,2,218,5.5,1565,26:32,,,,,
542,Don MacLean,24,C,TOR,3,0,1,1,-2,2,0.0,0,0,0,0,1,0,0,2,0.0,29,9:48,,,,,
543,John MacLean,36,RW,TOT,30,4,2,6,-2,17,0.4,3,1,0,0,2,0,0,41,9.8,378,12:35,,,,,
544,John MacLean,36,RW,DAL,28,4,2,6,0,17,0.5,3,1,0,0,2,0,0,41,9.8,357,12:45,,,,,
545,John MacLean,36,RW,NYR,2,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,0,,20,10:14,,,,,
546,John Madden,27,LW,NJD,80,23,15,38,24,12,4.6,20,0,3,4,15,0,0,163,14.1,1247,15:35,,,,,
547,Adam Mair,21,LW,TOT,26,0,2,2,0,20,-0.2,0,0,0,0,2,0,0,22,0.0,207,7:57,,,,,
548,Adam Mair,21,LW,TOR,16,0,2,2,3,14,0.1,0,0,0,0,2,0,0,17,0.0,144,9:01,,,,,
549,Adam Mair,21,LW,LAK,10,0,0,0,-3,6,-0.2,0,0,0,0,0,0,0,5,0.0,62,6:14,,,,,
550,Vladimir Malakhov,32,D,NYR,3,0,2,2,0,4,0.2,0,0,0,0,0,1,1,6,0.0,57,19:07,,,,,
551,Manny Malhotra,20,C,NYR,50,4,8,12,-10,31,0.3,4,0,0,2,7,1,0,46,8.7,453,9:03,,,,,
552,Marek Malik,25,D,CAR,61,6,14,20,-4,34,4.4,5,1,0,1,11,3,0,72,8.3,1195,19:36,,,,,
553,Steve Maltais,32,RW,CBJ,26,0,3,3,-9,12,-0.5,0,0,0,0,2,1,0,30,0.0,311,11:57,,,,,
554,Kirk Maltby,28,RW,DET,79,12,7,19,16,22,1.9,8,1,3,3,5,1,1,119,10.1,1129,14:17,,,,,
555,Kent Manderville,29,C,PHI,82,5,10,15,-2,47,0.2,2,0,3,2,9,0,1,136,3.7,1035,12:38,,,,,
556,Mike Maneluk,27,RW,CBJ,39,5,1,6,-11,33,0.0,3,2,0,2,0,1,0,31,16.1,458,11:45,,,,,
557,Eric Manlow,25,C,BOS,8,0,1,1,0,2,0.0,0,0,0,0,1,0,0,3,0.0,59,7:26,,,,,
558,Cameron Mann,23,RW,BOS,15,1,3,4,0,6,0.3,1,0,0,0,3,0,0,17,5.9,127,8:29,,,,,
559,Dave Manson,34,D,TOR,74,4,7,11,13,93,3.7,4,0,0,0,6,1,0,70,5.7,1169,15:48,,,,,
560,Paul Mara,21,D,TOT,62,6,14,20,-16,54,3.0,4,2,0,1,10,4,0,78,7.7,1373,22:08,,,,,
561,Paul Mara,21,D,TBL,46,6,10,16,-17,40,2.1,4,2,0,1,8,2,0,58,10.3,1063,23:06,,,,,
562,Paul Mara,21,D,PHX,16,0,4,4,1,14,0.8,0,0,0,0,2,2,0,20,0.0,310,19:22,,,,,
563,Todd Marchant,27,C,EDM,71,13,26,39,1,51,3.1,9,0,4,2,19,4,3,113,11.5,1271,17:54,,,,,
564,Bryan Marchment,31,D,SJS,75,7,11,18,15,204,5.4,6,0,1,3,10,0,1,73,9.6,1365,18:12,,,,,
565,Josef Marha,24,C,CHI,15,0,3,3,-4,6,-0.1,0,0,0,0,3,0,0,17,0.0,191,12:46,,,,,
566,Andrei Markov,22,D,MTL,63,6,17,23,-6,18,4.1,4,2,0,0,3,14,0,82,7.3,1064,16:53,,,,,
567,Danny Markov,24,D,TOR,59,3,13,16,6,34,3.5,2,1,0,2,9,4,0,49,6.1,1123,19:02,,,,,
568,Patrick Marleau,21,C,SJS,81,25,27,52,7,22,6.0,20,5,0,6,20,7,0,146,17.1,1319,16:17,,,,,
569,Grant Marshall,27,RW,DAL,75,13,24,37,1,64,3.9,9,4,0,1,13,11,0,93,14.0,832,11:05,,,,,
570,Jason Marshall,29,D,TOT,55,3,4,7,-13,122,1.2,0,2,1,1,4,0,0,43,7.0,789,14:21,,,,,
571,Jason Marshall,29,D,MDA,50,3,4,7,-12,105,1.2,0,2,1,1,4,0,0,38,7.9,730,14:36,,,,,
572,Jason Marshall,29,D,WSH,5,0,0,0,-1,17,0.0,0,0,0,0,0,0,0,5,0.0,59,11:48,,,,,
573,Steve Martins,28,C,TOT,59,2,4,6,-16,33,-0.7,1,0,1,0,4,0,0,46,4.3,569,9:39,,,,,
574,Steve Martins,28,C,NYI,39,1,3,4,-7,20,-0.3,0,0,1,0,3,0,0,28,3.6,377,9:41,,,,,
575,Steve Martins,28,C,TBL,20,1,1,2,-9,13,-0.4,1,0,0,0,1,0,0,18,5.6,192,9:35,,,,,
576,Marquis Mathieu,27,C,BOS,1,0,0,0,0,2,0.0,0,0,0,0,0,0,0,0,,7,7:04,,,,,
577,Christian Matte,26,RW,MIN,3,0,0,0,0,2,-0.1,0,0,0,0,0,0,0,8,0.0,40,13:21,,,,,
578,Stephane Matteau,31,LW,SJS,80,13,19,32,5,32,3.4,12,1,0,3,18,1,0,81,16.0,873,10:55,,,,,
579,Mike Matteucci,29,D,MIN,3,0,0,0,-2,2,-0.1,0,0,0,0,0,0,0,3,0.0,34,11:29,,,,,
580,Richard Matvichuk,27,D,DAL,78,4,16,20,5,62,5.1,2,2,0,1,12,4,0,85,4.7,1786,22:53,,,,,
581,Brad May,29,LW,PHX,62,11,14,25,10,107,2.9,11,0,0,0,14,0,0,83,13.3,693,11:11,,,,,
582,Jamal Mayers,26,RW,STL,77,8,13,21,-3,117,1.5,8,0,0,0,13,0,0,132,6.1,852,11:04,,,,,
583,Chris McAllister,25,D,PHI,60,2,2,4,1,124,1.3,2,0,0,0,2,0,0,33,6.1,696,11:36,,,,,
584,Chris McAlpine,29,D,CHI,50,0,6,6,5,32,1.9,0,0,0,0,6,0,0,61,0.0,884,17:41,,,,,
585,Dean McAmmond,27,LW,TOT,71,11,17,28,3,43,2.5,9,2,0,1,17,0,0,112,9.8,1065,15:00,,,,,
586,Dean McAmmond,27,LW,CHI,61,10,16,26,4,43,2.4,9,1,0,1,16,0,0,95,10.5,945,15:30,,,,,
587,Dean McAmmond,27,LW,PHI,10,1,1,2,-1,0,0.1,0,1,0,0,1,0,0,17,5.9,120,12:00,,,,,
588,Bryan McCabe,25,D,TOR,82,5,24,29,16,123,6.7,2,3,0,2,10,14,0,159,3.1,1953,23:49,,,,,
589,Sandy McCarthy,28,RW,NYR,81,11,10,21,3,171,1.7,11,0,0,2,10,0,0,95,11.6,843,10:25,,,,,
590,Steve McCarthy,19,D,CHI,44,0,5,5,-7,8,0.7,0,0,0,0,5,0,0,32,0.0,650,14:47,,,,,
591,Darren McCarty,28,RW,DET,72,12,10,22,-5,123,1.7,10,1,1,3,7,3,0,118,10.2,968,13:26,,,,,
592,Alyn McCauley,23,C,TOR,14,1,0,1,0,0,-0.1,1,0,0,0,0,0,0,13,7.7,147,10:28,,,,,
593,Andy McDonald,23,C,MDA,16,1,0,1,0,6,-0.1,1,0,0,0,0,0,0,21,4.8,179,11:11,,,,,
594,Shawn McEachern,31,LW,OTT,82,32,40,72,10,62,8.3,23,9,0,1,30,10,0,231,13.9,1510,18:25,,,,,
595,Dan McGillis,28,D,PHI,82,14,35,49,13,86,9.3,10,4,0,4,16,18,1,207,6.8,1918,23:23,,,,,
596,Marty McInnis,30,RW,MDA,75,20,22,42,-21,40,3.5,10,10,0,1,11,11,0,136,14.7,1387,18:30,,,,,
597,Randy McKay,34,RW,NJD,77,23,20,43,3,50,4.7,11,12,0,5,17,3,0,120,19.2,1076,13:58,,,,,
598,Jay McKee,23,D,BUF,74,1,10,11,9,76,4.2,1,0,0,0,8,0,2,62,1.6,1435,19:24,,,,,
599,Steve McKenna,27,LW,TOT,54,1,1,2,-4,119,-0.3,1,0,0,0,1,0,0,19,5.3,271,5:01,,,,,
600,Steve McKenna,27,LW,PIT,34,0,0,0,-4,100,-0.4,0,0,0,0,0,0,0,7,0.0,111,3:16,,,,,
601,Steve McKenna,27,LW,MIN,20,1,1,2,0,19,0.1,1,0,0,0,1,0,0,12,8.3,160,7:59,,,,,
602,Jim McKenzie,31,LW,NJD,53,2,2,4,0,119,-0.2,2,0,0,0,2,0,0,32,6.3,420,7:56,,,,,
603,Kyle McLaren,23,D,BOS,58,5,12,17,-5,53,3.4,3,2,0,0,11,0,1,91,5.5,1405,24:14,,,,,
604,Josef Melichar,22,D,PIT,18,0,2,2,-5,21,-0.2,0,0,0,0,1,1,0,9,0.0,268,14:54,,,,,
605,Scott Mellanby,34,RW,TOT,63,11,10,21,-13,71,1.3,8,3,0,0,7,3,0,95,11.6,944,14:59,,,,,
606,Scott Mellanby,34,RW,FLA,40,4,9,13,-13,46,0.3,3,1,0,0,7,2,0,58,6.9,599,14:59,,,,,
607,Scott Mellanby,34,RW,STL,23,7,1,8,0,25,1.0,5,2,0,0,0,1,0,37,18.9,345,15:00,,,,,
608,Eric Messier,27,LW/D,COL,64,5,7,12,-3,26,0.2,5,0,0,1,7,0,0,60,8.3,786,12:16,,,,,
609,Mark Messier,40,C,NYR,82,24,43,67,-25,89,5.2,9,12,3,2,23,17,3,131,18.3,1578,19:14,,,,,
610,Glen Metropolit,26,C,WSH,15,1,5,6,-2,10,0.3,1,0,0,0,1,4,0,20,5.0,178,11:50,,,,,
611,Branislav Mezei,20,D,NYI,42,1,4,5,-5,53,1.0,1,0,0,0,3,0,1,29,3.4,622,14:48,,,,,
612,Craig Millar,24,D,TOT,21,1,1,2,-7,16,0.1,1,0,0,1,1,0,0,12,8.3,301,14:19,,,,,
613,Craig Millar,24,D,TBL,16,1,1,2,-8,10,0.0,1,0,0,1,1,0,0,10,10.0,240,15:01,,,,,
614,Craig Millar,24,D,NSH,5,0,0,0,1,6,0.2,0,0,0,0,0,0,0,2,0.0,60,12:04,,,,,
615,Aaron Miller,29,D,TOT,69,4,14,18,22,43,4.9,4,0,0,0,13,0,1,59,6.8,1327,19:14,,,,,
616,Aaron Miller,29,D,COL,56,4,9,13,19,29,4.0,4,0,0,0,8,0,1,49,8.2,1032,18:25,,,,,
617,Aaron Miller,29,D,LAK,13,0,5,5,3,14,1.0,0,0,0,0,5,0,0,10,0.0,296,22:44,,,,,
618,Kip Miller,31,LW,PIT,33,3,8,11,0,6,0.7,2,1,0,0,8,0,0,38,7.9,323,9:46,,,,,
619,Boris Mironov,28,D,CHI,66,5,17,22,-14,42,3.3,2,3,0,0,9,7,1,143,3.5,1458,22:05,,,,,
620,Dmitri Mironov,35,D,WSH,36,3,5,8,-7,6,1.2,2,1,0,1,2,2,1,33,9.1,595,16:32,,,,,
